date,death,pm10,tempf,season
2000-11-23,23,,28,Autumn
2000-11-24,18,,30,Autumn
2000-11-25,16,,36,Autumn
2000-11-26,17,,48,Autumn
2000-11-27,27,-18.715818,50,Autumn
2000-11-28,23,,45,Autumn
2000-11-29,22,,42,Autumn
2000-11-30,15,,40,Autumn
2000-12-01,18,,37,Autumn
2000-12-02,28,,33,Autumn
2000-12-03,23,-16.715818,29,Autumn
2000-12-04,22,,32,Autumn
2000-12-05,14,,37,Autumn
2000-12-06,17,,28,Autumn
2000-12-07,22,,34,Autumn
2000-12-08,15,,38,Autumn
2000-12-09,11,.84152544,34,Autumn
2000-12-10,21,,30,Autumn
2000-12-11,13,,35,Autumn
2000-12-12,19,,40,Autumn
2000-12-13,14,,27,Autumn
2000-12-14,17,,34,Autumn
2000-12-15,20,-12.382486,35,Autumn
2000-12-16,15,,36,Autumn
2000-12-17,16,,45,Autumn
2000-12-18,13,,29,Autumn
2000-12-19,22,,29,Autumn
2000-12-20,21,,23,Autumn
2000-12-21,21,-.021374766,24,Autumn
2000-12-22,20,,23,Autumn
2000-12-23,19,,20,Autumn
2000-12-24,14,,28,Autumn
2000-12-25,16,,22,Autumn
2000-12-26,24,,21,Autumn
2000-12-27,14,-11.688042,28,Autumn
2000-12-28,20,,26,Autumn
2000-12-29,20,,23,Autumn
2000-12-30,19,,27,Autumn
2000-12-31,23,,29,Autumn
2001-01-01,17,,28,Winter
2001-01-02,19,-13.01855,26,Winter
2001-01-03,27,,24,Winter
2001-01-04,15,,29,Winter
2001-01-05,25,,24,Winter
2001-01-06,17,,32,Winter
2001-01-07,22,,32,Winter
2001-01-08,14,9.8272123,32,Winter
2001-01-09,17,,30,Winter
2001-01-10,26,,36,Winter
2001-01-11,25,,43,Winter
2001-01-12,18,,34,Winter
2001-01-13,19,,32,Winter
2001-01-14,13,22.891504,32,Winter
2001-01-15,15,,40,Winter
2001-01-16,21,,40,Winter
2001-01-17,20,,37,Winter
2001-01-18,23,,32,Winter
2001-01-19,14,,38,Winter
2001-01-20,23,-9.2904787,36,Winter
2001-01-21,16,,26,Winter
2001-01-22,15,,25,Winter
2001-01-23,19,,28,Winter
2001-01-24,24,,36,Winter
2001-01-25,22,,34,Winter
2001-01-26,20,-4.3898044,29,Winter
2001-01-27,15,,40,Winter
2001-01-28,22,,34,Winter
2001-01-29,15,,33,Winter
2001-01-30,20,,44,Winter
2001-01-31,18,,45,Winter
2001-02-01,18,-3.8348918,40,Winter
2001-02-02,18,,39,Winter
2001-02-03,22,,29,Winter
2001-02-04,13,,31,Winter
2001-02-05,17,,37,Winter
2001-02-06,19,,41,Winter
2001-02-07,24,-1.6425936,40,Winter
2001-02-08,13,,38,Winter
2001-02-09,16,,50,Winter
2001-02-10,18,,49,Winter
2001-02-11,21,,31,Winter
2001-02-12,26,,31,Winter
2001-02-13,27,-10.2499,44,Winter
2001-02-14,19,,47,Winter
2001-02-15,20,,49,Winter
2001-02-16,18,,41,Winter
2001-02-17,12,,34,Winter
2001-02-18,11,,27,Winter
2001-02-19,19,-13.94545,33,Winter
2001-02-20,16,,53,Winter
2001-02-21,17,,40,Winter
2001-02-22,19,,24,Winter
2001-02-23,18,,32,Winter
2001-02-24,25,,32,Winter
2001-02-25,17,-4.4262295,45,Winter
2001-02-26,18,,46,Winter
2001-02-27,19,,44,Winter
2001-02-28,12,,37,Winter
2001-03-01,7,,37,Winter
2001-03-02,23,,48,Winter
2001-03-03,14,-3.9282269,45,Winter
2001-03-04,22,,40,Winter
2001-03-05,21,,34,Winter
2001-03-06,17,,32,Winter
2001-03-07,13,,43,Winter
2001-03-08,17,,38,Winter
2001-03-09,20,3.2642736,40,Winter
2001-03-10,18,,38,Winter
2001-03-11,17,,43,Winter
2001-03-12,22,,40,Winter
2001-03-13,16,,51,Winter
2001-03-14,10,,46,Winter
2001-03-15,25,-12.599104,42,Winter
2001-03-16,19,,44,Winter
2001-03-17,18,,46,Winter
2001-03-18,22,,44,Winter
2001-03-19,17,,43,Winter
2001-03-20,18,,41,Winter
2001-03-21,31,-11.721776,45,Winter
2001-03-22,16,,48,Winter
2001-03-23,23,,51,Winter
2001-03-24,27,,49,Winter
2001-03-25,13,,37,Winter
2001-03-26,13,,33,Winter
2001-03-27,12,-8.0209475,32,Winter
2001-03-28,13,,38,Winter
2001-03-29,17,,38,Winter
2001-03-30,12,,47,Winter
2001-03-31,15,,47,Winter
2001-04-01,21,,46,Spring
2001-04-02,19,-6.5448465,46,Spring
2001-04-03,20,,45,Spring
2001-04-04,23,,50,Spring
2001-04-05,15,,48,Spring
2001-04-06,15,,58,Spring
2001-04-07,21,,55,Spring
2001-04-08,17,1.3839709,56,Spring
2001-04-09,15,,68,Spring
2001-04-10,14,,58,Spring
2001-04-11,19,,52,Spring
2001-04-12,12,,64,Spring
2001-04-13,15,,66,Spring
2001-04-14,18,-2.6759939,60,Spring
2001-04-15,16,,58,Spring
2001-04-16,19,,47,Spring
2001-04-17,20,,45,Spring
2001-04-18,18,,44,Spring
2001-04-19,12,,46,Spring
2001-04-20,10,-2.2666667,53,Spring
2001-04-21,18,,65,Spring
2001-04-22,11,,73,Spring
2001-04-23,19,,74,Spring
2001-04-24,12,,71,Spring
2001-04-25,10,,49,Spring
2001-04-26,25,-8.6502609,49,Spring
2001-04-27,13,,57,Spring
2001-04-28,15,,55,Spring
2001-04-29,21,,53,Spring
2001-04-30,26,,57,Spring
2001-05-01,14,,64,Spring
2001-05-02,24,34.460617,69,Spring
2001-05-03,23,,73,Spring
2001-05-04,25,,75,Spring
2001-05-05,20,,71,Spring
2001-05-06,22,,56,Spring
2001-05-07,22,,53,Spring
2001-05-08,16,-3.2611902,55,Spring
2001-05-09,10,,65,Spring
2001-05-10,14,,67,Spring
2001-05-11,29,,71,Spring
2001-05-12,17,,70,Spring
2001-05-13,26,,60,Spring
2001-05-14,17,-6.3765402,56,Spring
2001-05-15,24,,58,Spring
2001-05-16,18,,57,Spring
2001-05-17,20,,56,Spring
2001-05-18,14,,63,Spring
2001-05-19,10,,70,Spring
2001-05-20,12,7.5573769,62,Spring
2001-05-21,11,,59,Spring
2001-05-22,20,,69,Spring
2001-05-23,15,,64,Spring
2001-05-24,24,,64,Spring
2001-05-25,15,,67,Spring
2001-05-26,13,-2.1446598,63,Spring
2001-05-27,22,,66,Spring
2001-05-28,14,,66,Spring
2001-05-29,13,,65,Spring
2001-05-30,15,,59,Spring
2001-05-31,19,,57,Spring
2001-06-01,11,-7.9989071,56,Spring
2001-06-02,17,,69,Spring
2001-06-03,13,,63,Spring
2001-06-04,15,,64,Spring
2001-06-05,32,,71,Spring
2001-06-06,16,,72,Spring
2001-06-07,20,4.7073207,69,Spring
2001-06-08,27,,70,Spring
2001-06-09,14,,68,Spring
2001-06-10,22,,71,Spring
2001-06-11,18,,73,Spring
2001-06-12,17,,79,Spring
2001-06-13,19,27.735598,80,Spring
2001-06-14,19,,81,Spring
2001-06-15,21,,80,Spring
2001-06-16,18,,76,Spring
2001-06-17,15,,79,Spring
2001-06-18,20,,77,Spring
2001-06-19,20,3.0464103,75,Spring
2001-06-20,16,,80,Spring
2001-06-21,14,,78,Spring
2001-06-22,16,,78,Spring
2001-06-23,17,,72,Spring
2001-06-24,17,,71,Spring
2001-06-25,16,-11.128745,72,Spring
2001-06-26,23,,76,Spring
2001-06-27,16,,80,Spring
2001-06-28,17,,83,Spring
2001-06-29,19,,81,Spring
2001-06-30,14,,84,Spring
2001-07-01,14,17.236139,80,Summer
2001-07-02,19,,63,Summer
2001-07-03,24,,65,Summer
2001-07-04,19,,77,Summer
2001-07-05,21,,75,Summer
2001-07-06,14,,68,Summer
2001-07-07,12,-12.289435,69,Summer
2001-07-08,18,,74,Summer
2001-07-09,23,,79,Summer
2001-07-10,14,,80,Summer
2001-07-11,13,,75,Summer
2001-07-12,11,,70,Summer
2001-07-13,26,-5.6844826,69,Summer
2001-07-14,11,,71,Summer
2001-07-15,16,,72,Summer
2001-07-16,16,,77,Summer
2001-07-17,18,,79,Summer
2001-07-18,18,,72,Summer
2001-07-19,18,11.634073,73,Summer
2001-07-20,14,,70,Summer
2001-07-21,18,,69,Summer
2001-07-22,18,,70,Summer
2001-07-23,13,,76,Summer
2001-07-24,17,,82,Summer
2001-07-25,24,-1.7442623,84,Summer
2001-07-26,13,,77,Summer
2001-07-27,10,,70,Summer
2001-07-28,11,,68,Summer
2001-07-29,12,,65,Summer
2001-07-30,12,,72,Summer
2001-07-31,18,-11.28922,71,Summer
2001-08-01,18,,73,Summer
2001-08-02,14,,73,Summer
2001-08-03,19,,76,Summer
2001-08-04,10,,78,Summer
2001-08-05,19,,79,Summer
2001-08-06,14,16.314171,82,Summer
2001-08-07,16,,84,Summer
2001-08-08,23,,87,Summer
2001-08-09,22,,87,Summer
2001-08-10,19,,87,Summer
2001-08-11,19,,81,Summer
2001-08-12,15,-3.1797907,78,Summer
2001-08-13,16,,76,Summer
2001-08-14,15,,74,Summer
2001-08-15,8,,75,Summer
2001-08-16,19,,74,Summer
2001-08-17,16,,78,Summer
2001-08-18,16,9.6475029,73,Summer
2001-08-19,18,,73,Summer
2001-08-20,13,,76,Summer
2001-08-21,14,,73,Summer
2001-08-22,20,,75,Summer
2001-08-23,13,,75,Summer
2001-08-24,12,10.980837,77,Summer
2001-08-25,14,,74,Summer
2001-08-26,16,,71,Summer
2001-08-27,9,,79,Summer
2001-08-28,9,,79,Summer
2001-08-29,18,,76,Summer
2001-08-30,10,7.825664,76,Summer
2001-08-31,7,,77,Summer
2001-09-01,11,,73,Summer
2001-09-02,17,,66,Summer
2001-09-03,9,,67,Summer
2001-09-04,17,,75,Summer
2001-09-05,17,4.3141699,69,Summer
2001-09-06,8,,66,Summer
2001-09-07,18,,69,Summer
2001-09-08,14,,71,Summer
2001-09-09,15,,72,Summer
2001-09-10,14,,76,Summer
2001-09-11,20,-6.0191631,71,Summer
2001-09-12,14,,66,Summer
2001-09-13,17,,69,Summer
2001-09-14,20,,60,Summer
2001-09-15,19,,59,Summer
2001-09-16,15,,60,Summer
2001-09-17,17,-11.019163,62,Summer
2001-09-18,14,,65,Summer
2001-09-19,16,,66,Summer
2001-09-20,17,,67,Summer
2001-09-21,15,,70,Summer
2001-09-22,13,,72,Summer
2001-09-23,13,3.2159946,70,Summer
2001-09-24,17,,70,Summer
2001-09-25,14,,57,Summer
2001-09-26,14,,53,Summer
2001-09-27,17,,58,Summer
2001-09-28,17,,53,Summer
2001-09-29,10,-12.846064,57,Summer
2001-09-30,12,,55,Summer
2001-10-01,13,,57,Autumn
2001-10-02,20,,64,Autumn
2001-10-03,18,,68,Autumn
2001-10-04,20,,68,Autumn
2001-10-05,11,14.82438,65,Autumn
2001-10-06,12,,56,Autumn
2001-10-07,16,,47,Autumn
2001-10-08,20,,44,Autumn
2001-10-09,14,,45,Autumn
2001-10-10,23,,53,Autumn
2001-10-11,18,-2.4319816,62,Autumn
2001-10-12,9,,62,Autumn
2001-10-13,19,,66,Autumn
2001-10-14,16,,65,Autumn
2001-10-15,19,,56,Autumn
2001-10-16,24,,55,Autumn
2001-10-17,16,-6.1403508,49,Autumn
2001-10-18,11,,46,Autumn
2001-10-19,23,,49,Autumn
2001-10-20,21,,56,Autumn
2001-10-21,19,,60,Autumn
2001-10-22,15,,63,Autumn
2001-10-23,14,16.457626,64,Autumn
2001-10-24,16,,70,Autumn
2001-10-25,13,,62,Autumn
2001-10-26,13,,50,Autumn
2001-10-27,10,,45,Autumn
2001-10-28,15,,43,Autumn
2001-10-29,15,-19.79661,43,Autumn
2001-10-30,16,,51,Autumn
2001-10-31,17,,54,Autumn
2001-11-01,15,,54,Autumn
2001-11-02,20,,67,Autumn
2001-11-03,22,,59,Autumn
2001-11-04,26,-9.2711868,53,Autumn
2001-11-05,15,,46,Autumn
2001-11-06,12,,43,Autumn
2001-11-07,18,,60,Autumn
2001-11-08,19,,53,Autumn
2001-11-09,18,,48,Autumn
2001-11-10,13,22.302408,49,Autumn
2001-11-11,20,,43,Autumn
2001-11-12,16,,38,Autumn
2001-11-13,11,,42,Autumn
2001-11-14,15,,46,Autumn
2001-11-15,14,,54,Autumn
2001-11-16,16,35.734016,59,Autumn
2001-11-17,28,,48,Autumn
2001-11-18,17,,46,Autumn
2001-11-19,13,,51,Autumn
2001-11-20,14,,48,Autumn
2001-11-21,15,,39,Autumn
2001-11-22,5,-7.4649124,44,Autumn
2001-11-23,11,,46,Autumn
2001-11-24,9,,52,Autumn
2001-11-25,20,,61,Autumn
2001-11-26,15,,54,Autumn
2001-11-27,13,,46,Autumn
2001-11-28,21,3.8886411,58,Autumn
2001-11-29,25,,57,Autumn
2001-11-30,29,,64,Autumn
2001-12-01,19,,61,Autumn
2001-12-02,13,,44,Autumn
2001-12-03,16,,44,Autumn
2001-12-04,13,10.96179,50,Autumn
2001-12-05,14,,60,Autumn
2001-12-06,15,,59,Autumn
2001-12-07,21,,53,Autumn
2001-12-08,16,,44,Autumn
2001-12-09,16,,45,Autumn
2001-12-10,14,-18.172998,36,Autumn
2001-12-11,8,,48,Autumn
2001-12-12,14,,45,Autumn
2001-12-13,22,,52,Autumn
2001-12-14,18,,58,Autumn
2001-12-15,16,,46,Autumn
2001-12-16,20,-21.566044,35,Autumn
2001-12-17,12,,47,Autumn
2001-12-18,14,,47,Autumn
2001-12-19,14,,42,Autumn
2001-12-20,14,,40,Autumn
2001-12-21,15,,36,Autumn
2001-12-22,15,-8.0488014,34,Autumn
2001-12-23,12,,38,Autumn
2001-12-24,22,,39,Autumn
2001-12-25,14,,32,Autumn
2001-12-26,15,,30,Autumn
2001-12-27,10,,27,Autumn
2001-12-28,8,-.94915253,32,Autumn
2001-12-29,21,,35,Autumn
2001-12-30,17,,25,Autumn
2001-12-31,20,,25,Autumn
2002-01-01,23,,25,Winter
2002-01-02,21,,27,Winter
2002-01-03,30,-3.6379311,33,Winter
2002-01-04,15,,32,Winter
2002-01-05,18,,35,Winter
2002-01-06,23,,30,Winter
2002-01-07,23,,34,Winter
2002-01-08,20,,32,Winter
2002-01-09,20,-9.1087093,35,Winter
2002-01-10,31,,45,Winter
2002-01-11,19,,44,Winter
2002-01-12,15,,39,Winter
2002-01-13,16,,37,Winter
2002-01-14,20,,38,Winter
2002-01-15,19,-2.1087093,42,Winter
2002-01-16,21,,36,Winter
2002-01-17,17,,43,Winter
2002-01-18,22,,35,Winter
2002-01-19,19,,31,Winter
2002-01-20,16,,35,Winter
2002-01-21,14,-11.471491,33,Winter
2002-01-22,21,,42,Winter
2002-01-23,19,,45,Winter
2002-01-24,22,,51,Winter
2002-01-25,20,,42,Winter
2002-01-26,15,,42,Winter
2002-01-27,17,-7.7225876,45,Winter
2002-01-28,32,,47,Winter
2002-01-29,22,,58,Winter
2002-01-30,18,,60,Winter
2002-01-31,28,,47,Winter
2002-02-01,20,,58,Winter
2002-02-02,22,-14.022556,34,Winter
2002-02-03,15,,34,Winter
2002-02-04,21,,33,Winter
2002-02-05,17,,28,Winter
2002-02-06,15,,33,Winter
2002-02-07,15,,36,Winter
2002-02-08,21,-5.12359,42,Winter
2002-02-09,18,,39,Winter
2002-02-10,25,,45,Winter
2002-02-11,13,,36,Winter
2002-02-12,22,,36,Winter
2002-02-13,17,,36,Winter
2002-02-14,23,.96600878,31,Winter
2002-02-15,17,,39,Winter
2002-02-16,14,,49,Winter
2002-02-17,18,,39,Winter
2002-02-18,19,,36,Winter
2002-02-19,11,,38,Winter
2002-02-20,16,12.757519,53,Winter
2002-02-21,11,,53,Winter
2002-02-22,15,,44,Winter
2002-02-23,20,,37,Winter
2002-02-24,19,,36,Winter
2002-02-25,14,,42,Winter
2002-02-26,17,3.0089285,50,Winter
2002-02-27,18,,35,Winter
2002-02-28,29,,33,Winter
2002-03-01,20,,36,Winter
2002-03-02,20,,39,Winter
2002-03-03,15,,46,Winter
2002-03-04,12,-19.21526,27,Winter
2002-03-05,20,,30,Winter
2002-03-06,17,,45,Winter
2002-03-07,12,,52,Winter
2002-03-08,14,,51,Winter
2002-03-09,24,,59,Winter
2002-03-10,20,-9.5435066,49,Winter
2002-03-11,26,,35,Winter
2002-03-12,13,,40,Winter
2002-03-13,14,,46,Winter
2002-03-14,13,,55,Winter
2002-03-15,19,,61,Winter
2002-03-16,17,5.2043829,57,Winter
2002-03-17,21,,40,Winter
2002-03-18,14,,42,Winter
2002-03-19,19,,45,Winter
2002-03-20,21,,45,Winter
2002-03-21,17,,46,Winter
2002-03-22,18,-3.630357,30,Winter
2002-03-23,20,,38,Winter
2002-03-24,14,,44,Winter
2002-03-25,17,,48,Winter
2002-03-26,15,,44,Winter
2002-03-27,15,,44,Winter
2002-03-28,15,-14.490909,42,Winter
2002-03-29,20,,52,Winter
2002-03-30,19,,61,Winter
2002-03-31,18,,54,Winter
2002-04-01,18,,47,Spring
2002-04-02,16,,50,Spring
2002-04-03,11,18.306818,58,Spring
2002-04-04,17,,43,Spring
2002-04-05,17,,42,Spring
2002-04-06,19,,39,Spring
2002-04-07,14,,38,Spring
2002-04-08,13,,54,Spring
2002-04-09,26,6.1693215,68,Spring
2002-04-10,18,,56,Spring
2002-04-11,17,,52,Spring
2002-04-12,13,,53,Spring
2002-04-13,17,,65,Spring
2002-04-14,16,,68,Spring
2002-04-15,19,-2.5417483,72,Spring
2002-04-16,11,,76,Spring
2002-04-17,22,,77,Spring
2002-04-18,13,,76,Spring
2002-04-19,14,,72,Spring
2002-04-20,20,,70,Spring
2002-04-21,19,-5.4395437,53,Spring
2002-04-22,21,,56,Spring
2002-04-23,16,,48,Spring
2002-04-24,11,,50,Spring
2002-04-25,16,,51,Spring
2002-04-26,10,,50,Spring
2002-04-27,19,1.7740211,50,Spring
2002-04-28,21,,62,Spring
2002-04-29,10,,55,Spring
2002-04-30,7,,56,Spring
2002-05-01,13,,62,Spring
2002-05-02,20,,70,Spring
2002-05-03,15,2.2706769,54,Spring
2002-05-04,15,,50,Spring
2002-05-05,12,,57,Spring
2002-05-06,17,,59,Spring
2002-05-07,19,,67,Spring
2002-05-08,15,,67,Spring
2002-05-09,14,-4.3517303,61,Spring
2002-05-10,22,,65,Spring
2002-05-11,19,,58,Spring
2002-05-12,15,,72,Spring
2002-05-13,11,,70,Spring
2002-05-14,12,,55,Spring
2002-05-15,15,-1.2929968,58,Spring
2002-05-16,20,,62,Spring
2002-05-17,20,,72,Spring
2002-05-18,13,,55,Spring
2002-05-19,18,,50,Spring
2002-05-20,9,,50,Spring
2002-05-21,18,-10.34783,47,Spring
2002-05-22,19,,51,Spring
2002-05-23,12,,57,Spring
2002-05-24,18,,65,Spring
2002-05-25,12,,68,Spring
2002-05-26,13,,68,Spring
2002-05-27,12,7.7013164,72,Spring
2002-05-28,17,,73,Spring
2002-05-29,19,,73,Spring
2002-05-30,16,,71,Spring
2002-05-31,12,,77,Spring
2002-06-01,15,,78,Spring
2002-06-02,10,3.1039076,75,Spring
2002-06-03,15,,67,Spring
2002-06-04,24,,74,Spring
2002-06-05,17,,82,Spring
2002-06-06,16,,76,Spring
2002-06-07,13,,64,Spring
2002-06-08,12,-16.633753,64,Spring
2002-06-09,14,,70,Spring
2002-06-10,17,,76,Spring
2002-06-11,15,,79,Spring
2002-06-12,16,,81,Spring
2002-06-13,20,,70,Spring
2002-06-14,15,-3.5736558,64,Spring
2002-06-15,10,,69,Spring
2002-06-16,14,,69,Spring
2002-06-17,7,,68,Spring
2002-06-18,20,,70,Spring
2002-06-19,14,,71,Spring
2002-06-20,14,4.6568279,73,Spring
2002-06-21,11,,71,Spring
2002-06-22,13,,72,Spring
2002-06-23,13,,75,Spring
2002-06-24,20,,81,Spring
2002-06-25,14,,83,Spring
2002-06-26,20,11.357857,85,Spring
2002-06-27,17,,83,Spring
2002-06-28,14,,79,Spring
2002-06-29,7,,77,Spring
2002-06-30,12,,76,Spring
2002-07-01,16,,81,Summer
2002-07-02,14,,83,Summer
2002-07-03,16,,87,Summer
2002-07-04,19,,88,Summer
2002-07-05,23,,83,Summer
2002-07-06,16,,74,Summer
2002-07-07,11,,71,Summer
2002-07-08,18,,77,Summer
2002-07-09,12,,84,Summer
2002-07-10,16,,78,Summer
2002-07-11,23,,69,Summer
2002-07-12,15,,68,Summer
2002-07-13,20,,72,Summer
2002-07-14,8,-5.6763158,71,Summer
2002-07-15,19,,76,Summer
2002-07-16,10,,80,Summer
2002-07-17,14,,78,Summer
2002-07-18,14,,83,Summer
2002-07-19,10,,83,Summer
2002-07-20,20,30.647516,81,Summer
2002-07-21,15,,80,Summer
2002-07-22,3,,84,Summer
2002-07-23,18,,85,Summer
2002-07-24,12,,76,Summer
2002-07-25,15,,74,Summer
2002-07-26,12,-13.383221,66,Summer
2002-07-27,9,,76,Summer
2002-07-28,17,,84,Summer
2002-07-29,20,,86,Summer
2002-07-30,22,,83,Summer
2002-07-31,12,,84,Summer
2002-08-01,16,3.3620441,83,Summer
2002-08-02,16,,85,Summer
2002-08-03,14,,81,Summer
2002-08-04,8,,81,Summer
2002-08-05,21,,85,Summer
2002-08-06,17,,74,Summer
2002-08-07,15,-5.6693501,69,Summer
2002-08-08,19,,70,Summer
2002-08-09,13,,71,Summer
2002-08-10,19,,75,Summer
2002-08-11,17,,78,Summer
2002-08-12,20,,83,Summer
2002-08-13,15,45.266537,86,Summer
2002-08-14,15,,87,Summer
2002-08-15,10,,85,Summer
2002-08-16,12,,86,Summer
2002-08-17,12,,86,Summer
2002-08-18,20,,86,Summer
2002-08-19,15,22.174278,84,Summer
2002-08-20,21,,84,Summer
2002-08-21,11,,79,Summer
2002-08-22,23,,82,Summer
2002-08-23,20,,81,Summer
2002-08-24,15,,80,Summer
2002-08-25,13,-1.4112281,80,Summer
2002-08-26,14,,75,Summer
2002-08-27,9,,76,Summer
2002-08-28,15,,68,Summer
2002-08-29,8,,64,Summer
2002-08-30,15,,66,Summer
2002-08-31,16,-8.149107,69,Summer
2002-09-01,18,,63,Summer
2002-09-02,17,,69,Summer
2002-09-03,14,,73,Summer
2002-09-04,9,,79,Summer
2002-09-05,17,,72,Summer
2002-09-06,12,-4.8958206,69,Summer
2002-09-07,16,,68,Summer
2002-09-08,14,,69,Summer
2002-09-09,25,,71,Summer
2002-09-10,19,,75,Summer
2002-09-11,14,,70,Summer
2002-09-12,14,41.481159,65,Summer
2002-09-13,13,,67,Summer
2002-09-14,17,,70,Summer
2002-09-15,19,,74,Summer
2002-09-16,15,,78,Summer
2002-09-17,13,,71,Summer
2002-09-18,20,12.137345,70,Summer
2002-09-19,11,,71,Summer
2002-09-20,10,,75,Summer
2002-09-21,9,,77,Summer
2002-09-22,10,,77,Summer
2002-09-23,18,,66,Summer
2002-09-24,22,-.27322838,64,Summer
2002-09-25,11,,63,Summer
2002-09-26,17,,63,Summer
2002-09-27,18,,70,Summer
2002-09-28,16,,68,Summer
2002-09-29,13,,63,Summer
2002-09-30,21,-5.7158771,64,Summer
2002-10-01,19,,68,Autumn
2002-10-02,23,,73,Autumn
2002-10-03,12,,75,Autumn
2002-10-04,13,,76,Autumn
2002-10-05,13,,73,Autumn
2002-10-06,14,2.1817544,63,Autumn
2002-10-07,17,,64,Autumn
2002-10-08,14,,54,Autumn
2002-10-09,11,,55,Autumn
2002-10-10,13,,63,Autumn
2002-10-11,16,,67,Autumn
2002-10-12,15,-13.330263,66,Autumn
2002-10-13,22,,60,Autumn
2002-10-14,7,,50,Autumn
2002-10-15,14,,49,Autumn
2002-10-16,22,,54,Autumn
2002-10-17,11,,52,Autumn
2002-10-18,20,-12.029737,48,Autumn
2002-10-19,11,,54,Autumn
2002-10-20,16,,51,Autumn
2002-10-21,12,,50,Autumn
2002-10-22,17,,49,Autumn
2002-10-23,17,,51,Autumn
2002-10-24,10,7.410965,46,Autumn
2002-10-25,21,,48,Autumn
2002-10-26,14,,59,Autumn
2002-10-27,14,,52,Autumn
2002-10-28,18,,49,Autumn
2002-10-29,12,,44,Autumn
2002-10-30,18,-17.49749,38,Autumn
2002-10-31,15,,41,Autumn
2002-11-01,12,,43,Autumn
2002-11-02,13,,40,Autumn
2002-11-03,14,,40,Autumn
2002-11-04,33,,45,Autumn
2002-11-05,20,-1.2362641,41,Autumn
2002-11-06,21,,51,Autumn
2002-11-07,16,,43,Autumn
2002-11-08,10,,47,Autumn
2002-11-09,23,,48,Autumn
2002-11-10,22,,59,Autumn
2002-11-11,28,-7.2590914,64,Autumn
2002-11-12,23,,56,Autumn
2002-11-13,18,,42,Autumn
2002-11-14,13,,47,Autumn
2002-11-15,23,,49,Autumn
2002-11-16,18,,49,Autumn
2002-11-17,14,-14.98142,43,Autumn
2002-11-18,16,,42,Autumn
2002-11-19,15,,40,Autumn
2002-11-20,22,,44,Autumn
2002-11-21,16,,41,Autumn
2002-11-22,8,,45,Autumn
2002-11-23,15,-8.8542185,41,Autumn
2002-11-24,25,,44,Autumn
2002-11-25,21,,46,Autumn
2002-11-26,12,,43,Autumn
2002-11-27,16,,35,Autumn
2002-11-28,14,,31,Autumn
2002-11-29,12,-16.724363,37,Autumn
2002-11-30,15,,43,Autumn
2002-12-01,20,,31,Autumn
2002-12-02,11,,36,Autumn
2002-12-03,8,,29,Autumn
2002-12-04,20,,24,Autumn
2002-12-05,16,-1.8394878,28,Autumn
2002-12-06,25,,23,Autumn
2002-12-07,9,,23,Autumn
2002-12-08,16,,32,Autumn
2002-12-09,20,,25,Autumn
2002-12-10,20,,26,Autumn
2002-12-11,20,7.4506125,33,Autumn
2002-12-12,14,,38,Autumn
2002-12-13,16,,37,Autumn
2002-12-14,19,,42,Autumn
2002-12-15,15,,43,Autumn
2002-12-16,21,,39,Autumn
2002-12-17,16,-5.9730153,30,Autumn
2002-12-18,17,,28,Autumn
2002-12-19,13,,41,Autumn
2002-12-20,14,,46,Autumn
2002-12-21,21,,43,Autumn
2002-12-22,27,,46,Autumn
2002-12-23,19,-12.830756,44,Autumn
2002-12-24,23,,37,Autumn
2002-12-25,12,,35,Autumn
2002-12-26,24,,34,Autumn
2002-12-27,16,,29,Autumn
2002-12-28,19,,32,Autumn
2002-12-29,15,-5.8775439,36,Autumn
2002-12-30,17,,35,Autumn
2002-12-31,16,,45,Autumn
2003-01-01,17,,44,Winter
2003-01-02,17,,39,Winter
2003-01-03,22,,38,Winter
2003-01-04,17,-22.673189,33,Winter
2003-01-05,14,,27,Winter
2003-01-06,23,,33,Winter
2003-01-07,9,,29,Winter
2003-01-08,14,,41,Winter
2003-01-09,16,,44,Winter
2003-01-10,19,5.7888136,40,Winter
2003-01-11,14,,29,Winter
2003-01-12,14,,27,Winter
2003-01-13,12,,30,Winter
2003-01-14,17,,28,Winter
2003-01-15,14,,25,Winter
2003-01-16,15,13.111784,23,Winter
2003-01-17,25,,22,Winter
2003-01-18,18,,15,Winter
2003-01-19,17,,21,Winter
2003-01-20,19,,31,Winter
2003-01-21,17,,22,Winter
2003-01-22,21,-9.0674953,18,Winter
2003-01-23,13,,16,Winter
2003-01-24,19,,23,Winter
2003-01-25,21,,25,Winter
2003-01-26,17,,27,Winter
2003-01-27,15,,18,Winter
2003-01-28,21,6.7163558,22,Winter
2003-01-29,20,,31,Winter
2003-01-30,18,,29,Winter
2003-01-31,21,,34,Winter
2003-02-01,13,,36,Winter
2003-02-02,19,,39,Winter
2003-02-03,19,-11.858475,37,Winter
2003-02-04,18,,43,Winter
2003-02-05,17,,30,Winter
2003-02-06,19,,28,Winter
2003-02-07,21,,31,Winter
2003-02-08,12,,21,Winter
2003-02-09,22,-1.7250848,25,Winter
2003-02-10,22,,33,Winter
2003-02-11,19,,29,Winter
2003-02-12,17,,28,Winter
2003-02-13,20,,26,Winter
2003-02-14,16,,28,Winter
2003-02-15,12,7.4327121,28,Winter
2003-02-16,22,,18,Winter
